,Line Type,Plan Type,Data Type,Promo Type,Model,Promo Value,Brand,Week,Date,Retailer,Type
0,NULL,Sim-Free,NULL,Tradein Bumpup,Apple iPhone 13 Pro Max,0,Apple,20,15-05-2023,Orange,Orange
0,NULL,Rate Plan,NULL,Bundle,Apple iPhone 13 Pro Max,0,Apple,20,15-05-2023,Orange,Orange
0,NULL,Rate Plan,NULL,Merchandise,Apple iPhone 13 Pro Max,0,Apple,20,15-05-2023,Orange,Orange
0,NULL,Rate Plan,NULL,Gift Card,Apple iPhone 13 Pro Max,0,Apple,20,15-05-2023,Orange,Orange
0,NULL,Rate Plan,NULL,Rate Plan Discount(Max),Apple iPhone 13 Pro Max,0,Apple,20,15-05-2023,Orange,Orange
0,NULL,Rate Plan,NULL,Instant Discount,Apple iPhone 13 Pro Max,0,Apple,20,15-05-2023,Orange,Orange
0,NULL,Rate Plan,NULL,Cashback,Apple iPhone 13 Pro Max,0,Apple,20,15-05-2023,Orange,Orange
0,NULL,Rate Plan,NULL,Tradein Bumpup,Apple iPhone 13 Pro Max,0,Apple,20,15-05-2023,Orange,Orange
0,NULL,Rate Plan,NULL,Free Subscription,Apple iPhone 13 Pro Max,0,Apple,20,15-05-2023,Orange,Orange
0,NULL,Sim-Free,NULL,Bundle,Apple iPhone 13 Pro,0,Apple,20,15-05-2023,Orange,Orange
0,NULL,Sim-Free,NULL,Free Subscription,Apple iPhone 13 Pro,0,Apple,20,15-05-2023,Orange,Orange
0,NULL,Sim-Free,NULL,Merchandise,Apple iPhone 13 Pro,0,Apple,20,15-05-2023,Orange,Orange
0,NULL,Sim-Free,NULL,Device Cost discount,Apple iPhone 13 Pro,0,Apple,20,15-05-2023,Orange,Orange
0,NULL,Sim-Free,NULL,Instant Discount,Apple iPhone 13 Pro,0,Apple,20,15-05-2023,Orange,Orange
0,NULL,Sim-Free,NULL,Cashback,Apple iPhone 13 Pro,0,Apple,20,15-05-2023,Orange,Orange
0,NULL,Sim-Free,NULL,Tradein Bumpup,Apple iPhone 13 Pro,0,Apple,20,15-05-2023,Orange,Orange
0,NULL,Rate Plan,NULL,Bundle,Apple iPhone 13 Pro,0,Apple,20,15-05-2023,Orange,Orange
0,NULL,Rate Plan,NULL,Merchandise,Apple iPhone 13 Pro,0,Apple,20,15-05-2023,Orange,Orange
0,NULL,Rate Plan,NULL,Gift Card,Apple iPhone 13 Pro,0,Apple,20,15-05-2023,Orange,Orange
